gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength,cluster0,celltype
CDK2AP2,1.1399999999999999e-212,1.715612184,0.794,0.39,2.09e-208,cDC_CLEC9A,1.715612184,cDC_CLEC9A,Mye
DCTPP1,6.969999999999999e-148,1.695242908,0.53,0.19,1.28e-143,cDC_CLEC9A,1.695242908,cDC_CLEC9A,Mye
PRDX2,1.1799999999999999e-116,1.687542749,0.507,0.191,2.1699999999999996e-112,cDC_CLEC9A,1.687542749,cDC_CLEC9A,Mye
PON2,5.84e-135,1.668341263,0.418,0.125,1.0799999999999999e-130,cDC_CLEC9A,1.668341263,cDC_CLEC9A,Mye
LSM6,9.239999999999999e-143,1.663085938,0.7,0.344,1.6999999999999998e-138,cDC_CLEC9A,1.663085938,cDC_CLEC9A,Mye
ASAP1,1.9199999999999998e-304,1.66123609,0.696,0.213,3.53e-300,cDC_CLEC9A,1.66123609,cDC_CLEC9A,Mye
GSTM2,3.84e-226,1.659768474,0.304,0.052,7.069999999999998e-222,cDC_CLEC9A,1.659768474,cDC_CLEC9A,Mye
HDAC9,1.34e-282,1.650422557,0.541,0.126,2.4699999999999998e-278,cDC_CLEC9A,1.650422557,cDC_CLEC9A,Mye
LIMD2,6.33e-241,1.649232822,0.878,0.474,1.1699999999999998e-236,cDC_CLEC9A,1.649232822,cDC_CLEC9A,Mye
RHOF,2.17e-305,1.640589939,0.612,0.149,4e-302,cDC_CLEC9A,1.640589939,cDC_CLEC9A,Mye
PIK3CB,2.1499999999999995e-202,1.636346223,0.45,0.114,3.96e-198,cDC_CLEC9A,1.636346223,cDC_CLEC9A,Mye
CD226,0,1.628751028,0.402,0.046,0,cDC_CLEC9A,1.628751028,cDC_CLEC9A,Mye
GCSAM,0,1.621284474,0.453,0.017,0,cDC_CLEC9A,1.621284474,cDC_CLEC9A,Mye
SERPINB9,1.91e-108,1.620672806,0.706,0.369,3.5199999999999994e-104,cDC_CLEC9A,1.620672806,cDC_CLEC9A,Mye
DCXR,5.68e-73,1.60756413,0.651,0.362,1.0499999999999998e-68,cDC_CLEC9A,1.60756413,cDC_CLEC9A,Mye
ZNF366,0,1.602023943,0.501,0.031,0,cDC_CLEC9A,1.602023943,cDC_CLEC9A,Mye
NDUFS4,1.5e-77,1.575020938,0.573,0.281,2.77e-73,cDC_CLEC9A,1.575020938,cDC_CLEC9A,Mye
PPM1J,0,1.56403303,0.434,0.021,0,cDC_CLEC9A,1.56403303,cDC_CLEC9A,Mye
SNRPA,7.120000000000001e-63,1.558485576,0.557,0.291,1.31e-58,cDC_CLEC9A,1.558485576,cDC_CLEC9A,Mye
PDLIM7,4.98e-77,1.542217583,0.453,0.192,9.180000000000001e-73,cDC_CLEC9A,1.542217583,cDC_CLEC9A,Mye
TRPV2,3.25e-73,1.541592165,0.467,0.204,5.98e-69,cDC_CLEC9A,1.541592165,cDC_CLEC9A,Mye
ANXA6,2.49e-220,1.527266343,0.648,0.217,4.5899999999999993e-216,cDC_CLEC9A,1.527266343,cDC_CLEC9A,Mye
LMNA,7.199999999999999e-121,1.522538603,0.726,0.362,1.33e-116,cDC_CLEC9A,1.522538603,cDC_CLEC9A,Mye
BID,4.759999999999999e-101,1.512857553,0.721,0.408,8.76e-97,cDC_CLEC9A,1.512857553,cDC_CLEC9A,Mye
DUSP4,3.8199999999999995e-212,1.491035424,0.44,0.11,7.029999999999999e-208,cDC_CLEC9A,1.491035424,cDC_CLEC9A,Mye
FLOT2,1.64e-127,1.489974614,0.578,0.236,3.02e-123,cDC_CLEC9A,1.489974614,cDC_CLEC9A,Mye
MAP3K13,4.5199999999999996e-136,1.48556815,0.55,0.206,8.329999999999999e-132,cDC_CLEC9A,1.48556815,cDC_CLEC9A,Mye
CKLF,1.79e-81,1.483572833,0.754,0.501,3.3000000000000003e-77,cDC_CLEC9A,1.483572833,cDC_CLEC9A,Mye
TMEM50B,5.269999999999999e-171,1.482688292,0.569,0.194,9.709999999999999e-167,cDC_CLEC9A,1.482688292,cDC_CLEC9A,Mye
CD48,6.56e-59,1.46453147,0.736,0.474,1.2099999999999998e-54,cDC_CLEC9A,1.46453147,cDC_CLEC9A,Mye
ENSA,1.5699999999999998e-197,1.463274508,0.814,0.466,2.88e-193,cDC_CLEC9A,1.463274508,cDC_CLEC9A,Mye
SNX22,0,1.458216617,0.449,0.018,0,cDC_CLEC9A,1.458216617,cDC_CLEC9A,Mye
KCNK6,2.4499999999999997e-293,1.447041126,0.621,0.166,4.52e-289,cDC_CLEC9A,1.447041126,cDC_CLEC9A,Mye
BIRC3,3.78e-82,1.44334373,0.511,0.217,6.95e-78,cDC_CLEC9A,1.44334373,cDC_CLEC9A,Mye
AIM2,5.23e-296,1.441004457,0.427,0.079,9.63e-292,cDC_CLEC9A,1.441004457,cDC_CLEC9A,Mye
CIITA,5.71e-83,1.424733493,0.626,0.319,1.05e-78,cDC_CLEC9A,1.424733493,cDC_CLEC9A,Mye
CKS2,1.7299999999999998e-106,1.422976493,0.558,0.237,3.18e-102,cDC_CLEC9A,1.422976493,cDC_CLEC9A,Mye
PSTPIP1,3.8299999999999996e-177,1.412588294,0.534,0.166,7.05e-173,cDC_CLEC9A,1.412588294,cDC_CLEC9A,Mye
AGPAT1,1.0099999999999998e-182,1.41199925,0.517,0.155,1.86e-178,cDC_CLEC9A,1.41199925,cDC_CLEC9A,Mye
MCM5,6.07e-141,1.402869136,0.568,0.217,1.12e-136,cDC_CLEC9A,1.402869136,cDC_CLEC9A,Mye
ELOVL5,3.3399999999999997e-162,1.384282597,0.678,0.28,6.159999999999999e-158,cDC_CLEC9A,1.384282597,cDC_CLEC9A,Mye
SERPINF2,0,1.383875088,0.608,0.114,0,cDC_CLEC9A,1.383875088,cDC_CLEC9A,Mye
P2RY6,5.62e-204,1.380226167,0.588,0.187,1.0299999999999999e-199,cDC_CLEC9A,1.380226167,cDC_CLEC9A,Mye
PTPRE,2.7199999999999993e-176,1.378034693,0.829,0.432,5.0099999999999994e-172,cDC_CLEC9A,1.378034693,cDC_CLEC9A,Mye
MAP4K1,0,1.37794756,0.506,0.095,0,cDC_CLEC9A,1.37794756,cDC_CLEC9A,Mye
DENND1B,3.4399999999999993e-227,1.371304636,0.607,0.188,6.3299999999999996e-223,cDC_CLEC9A,1.371304636,cDC_CLEC9A,Mye
UBE2V2,1.5599999999999998e-56,1.367535817,0.508,0.254,2.8699999999999998e-52,cDC_CLEC9A,1.367535817,cDC_CLEC9A,Mye
LYRM4,2.1999999999999995e-231,1.360160204,0.514,0.134,4.039999999999999e-227,cDC_CLEC9A,1.360160204,cDC_CLEC9A,Mye
MYADM,7.94e-64,1.358743836,0.606,0.329,1.4600000000000002e-59,cDC_CLEC9A,1.358743836,cDC_CLEC9A,Mye
SLC1A5,8.310000000000001e-77,1.352906155,0.512,0.234,1.5299999999999999e-72,cDC_CLEC9A,1.352906155,cDC_CLEC9A,Mye
ITGB7,7.629999999999999e-296,1.338607162,0.444,0.085,1.41e-291,cDC_CLEC9A,1.338607162,cDC_CLEC9A,Mye
FNBP1,1.2e-199,1.338049897,0.812,0.426,2.1999999999999997e-195,cDC_CLEC9A,1.338049897,cDC_CLEC9A,Mye
EIF6,2.15e-81,1.334280352,0.688,0.4,3.96e-77,cDC_CLEC9A,1.334280352,cDC_CLEC9A,Mye
PAK1,1.62e-77,1.332619642,0.736,0.431,2.9800000000000004e-73,cDC_CLEC9A,1.332619642,cDC_CLEC9A,Mye
SCNM1,3.6899999999999997e-56,1.32493894,0.599,0.33,6.79e-52,cDC_CLEC9A,1.32493894,cDC_CLEC9A,Mye
ERAP2,3.94e-104,1.321657654,0.44,0.166,7.250000000000001e-100,cDC_CLEC9A,1.321657654,cDC_CLEC9A,Mye
G3BP2,1.21e-102,1.321288397,0.584,0.271,2.24e-98,cDC_CLEC9A,1.321288397,cDC_CLEC9A,Mye
LIMA1,0,1.310240231,0.431,0.076,0,cDC_CLEC9A,1.310240231,cDC_CLEC9A,Mye
TPD52,1.2699999999999999e-143,1.309614131,0.346,0.089,2.33e-139,cDC_CLEC9A,1.309614131,cDC_CLEC9A,Mye
PRMT2,3.47e-52,1.306786009,0.689,0.423,6.38e-48,cDC_CLEC9A,1.306786009,cDC_CLEC9A,Mye
ADAM19,9.859999999999998e-153,1.30440412,0.392,0.104,1.8199999999999996e-148,cDC_CLEC9A,1.30440412,cDC_CLEC9A,Mye
IDH2,6.52e-62,1.30288019,0.666,0.406,1.1999999999999999e-57,cDC_CLEC9A,1.30288019,cDC_CLEC9A,Mye
INPP5D,1.05e-70,1.298527887,0.597,0.306,1.9299999999999998e-66,cDC_CLEC9A,1.298527887,cDC_CLEC9A,Mye
VAV3,0,1.291071983,0.443,0.07,0,cDC_CLEC9A,1.291071983,cDC_CLEC9A,Mye
UNC119,2.21e-117,1.287360629,0.601,0.261,4.08e-113,cDC_CLEC9A,1.287360629,cDC_CLEC9A,Mye
SNRNP25,1.7699999999999997e-109,1.287322614,0.467,0.177,3.26e-105,cDC_CLEC9A,1.287322614,cDC_CLEC9A,Mye
FGD2,3.82e-58,1.278770674,0.616,0.339,7.029999999999999e-54,cDC_CLEC9A,1.278770674,cDC_CLEC9A,Mye
TUBA1A,3.82e-75,1.2696826,0.711,0.457,7.03e-71,cDC_CLEC9A,1.2696826,cDC_CLEC9A,Mye
PPM1M,1.58e-131,1.260510839,0.487,0.176,2.91e-127,cDC_CLEC9A,1.260510839,cDC_CLEC9A,Mye
UBL7,3.6299999999999997e-126,1.251486034,0.594,0.247,6.69e-122,cDC_CLEC9A,1.251486034,cDC_CLEC9A,Mye
LPP,8.73e-78,1.24727922,0.556,0.262,1.61e-73,cDC_CLEC9A,1.24727922,cDC_CLEC9A,Mye
TOMM34,4.0199999999999996e-181,1.246600634,0.402,0.099,7.409999999999999e-177,cDC_CLEC9A,1.246600634,cDC_CLEC9A,Mye
C20orf27,1.75e-155,1.244650635,0.71,0.338,3.219999999999999e-151,cDC_CLEC9A,1.244650635,cDC_CLEC9A,Mye
THEM4,4.32e-261,1.242311817,0.394,0.075,7.949999999999999e-257,cDC_CLEC9A,1.242311817,cDC_CLEC9A,Mye
CD59,9.11e-68,1.241214607,0.634,0.335,1.68e-63,cDC_CLEC9A,1.241214607,cDC_CLEC9A,Mye
OSBPL9,2.66e-88,1.238330356,0.429,0.164,4.9e-84,cDC_CLEC9A,1.238330356,cDC_CLEC9A,Mye
IFT20,2.7699999999999995e-118,1.236202708,0.549,0.225,5.1e-114,cDC_CLEC9A,1.236202708,cDC_CLEC9A,Mye
GYPC,1.15e-141,1.228141785,0.688,0.293,2.11e-137,cDC_CLEC9A,1.228141785,cDC_CLEC9A,Mye
RAB7B,0,1.222680288,0.398,0.034,0,cDC_CLEC9A,1.222680288,cDC_CLEC9A,Mye
MYD88,1.8000000000000003e-73,1.210506616,0.64,0.352,3.31e-69,cDC_CLEC9A,1.210506616,cDC_CLEC9A,Mye
SELPLG,2.6999999999999998e-121,1.174673312,0.686,0.337,4.9700000000000005e-117,cDC_CLEC9A,1.174673312,cDC_CLEC9A,Mye
MZT2A,4.8599999999999995e-292,1.17279544,0.694,0.221,8.95e-288,cDC_CLEC9A,1.17279544,cDC_CLEC9A,Mye
HPS5,1.49e-117,1.172476398,0.51,0.197,2.7499999999999997e-113,cDC_CLEC9A,1.172476398,cDC_CLEC9A,Mye
PDLIM1,0,1.169377563,0.373,0.042,0,cDC_CLEC9A,1.169377563,cDC_CLEC9A,Mye
EGLN3,0,1.168158288,0.442,0.046,0,cDC_CLEC9A,1.168158288,cDC_CLEC9A,Mye
SMCO4,2.6299999999999997e-61,1.167423271,0.697,0.413,4.8399999999999993e-57,cDC_CLEC9A,1.167423271,cDC_CLEC9A,Mye
CCDC12,3.4199999999999994e-89,1.166550949,0.592,0.281,6.29e-85,cDC_CLEC9A,1.166550949,cDC_CLEC9A,Mye
NAALADL1,2.2e-265,1.160877172,0.293,0.042,4.05e-261,cDC_CLEC9A,1.160877172,cDC_CLEC9A,Mye
ATP1A1,1.27e-80,1.157768234,0.7,0.425,2.34e-76,cDC_CLEC9A,1.157768234,cDC_CLEC9A,Mye
PTPN22,2.2899999999999995e-196,1.152685843,0.418,0.101,4.21e-192,cDC_CLEC9A,1.152685843,cDC_CLEC9A,Mye
PFDN2,1.44e-79,1.141993916,0.728,0.437,2.64e-75,cDC_CLEC9A,1.141993916,cDC_CLEC9A,Mye
CLIC2,1.3399999999999997e-180,1.11900736,0.51,0.155,2.4699999999999993e-176,cDC_CLEC9A,1.11900736,cDC_CLEC9A,Mye
SERTAD3,1.8499999999999995e-119,1.114139809,0.472,0.168,3.4e-115,cDC_CLEC9A,1.114139809,cDC_CLEC9A,Mye
PARVG,5.35e-57,1.107142927,0.711,0.445,9.85e-53,cDC_CLEC9A,1.107142927,cDC_CLEC9A,Mye
MCOLN2,2.5299999999999997e-248,1.096778785,0.478,0.11,4.66e-244,cDC_CLEC9A,1.096778785,cDC_CLEC9A,Mye
PTK2,0,1.093484922,0.378,0.053,0,cDC_CLEC9A,1.093484922,cDC_CLEC9A,Mye
TLR10,0,1.09265842,0.374,0.039,0,cDC_CLEC9A,1.09265842,cDC_CLEC9A,Mye
IL16,1.8499999999999998e-133,1.085494339,0.553,0.215,3.4099999999999995e-129,cDC_CLEC9A,1.085494339,cDC_CLEC9A,Mye
DAPP1,5.39e-154,1.084720385,0.589,0.211,9.92e-150,cDC_CLEC9A,1.084720385,cDC_CLEC9A,Mye
ADSL,8.02e-70,1.084053578,0.469,0.211,1.48e-65,cDC_CLEC9A,1.084053578,cDC_CLEC9A,Mye
ACTN1,1.05e-85,1.083000834,0.623,0.313,1.93e-81,cDC_CLEC9A,1.083000834,cDC_CLEC9A,Mye
HMGA1,2.5399999999999996e-144,1.070145817,0.741,0.398,4.68e-140,cDC_CLEC9A,1.070145817,cDC_CLEC9A,Mye
BIN1,4.12e-136,1.062731574,0.523,0.183,7.6e-132,cDC_CLEC9A,1.062731574,cDC_CLEC9A,Mye
MYCL,2.6099999999999997e-189,1.061138157,0.368,0.083,4.8099999999999994e-185,cDC_CLEC9A,1.061138157,cDC_CLEC9A,Mye
TSTD1,3.52e-83,1.052147471,0.529,0.234,6.49e-79,cDC_CLEC9A,1.052147471,cDC_CLEC9A,Mye
NAV1,3.4199999999999995e-200,1.051567197,0.431,0.107,6.289999999999999e-196,cDC_CLEC9A,1.051567197,cDC_CLEC9A,Mye
PTRHD1,4.940000000000001e-91,1.050067623,0.668,0.343,9.099999999999999e-87,cDC_CLEC9A,1.050067623,cDC_CLEC9A,Mye
PARM1,0,1.048381641,0.341,0.031,0,cDC_CLEC9A,1.048381641,cDC_CLEC9A,Mye
EVL,1.1799999999999997e-96,1.047230589,0.681,0.351,2.17e-92,cDC_CLEC9A,1.047230589,cDC_CLEC9A,Mye
KIF16B,6.57e-275,1.041939568,0.447,0.09,1.21e-270,cDC_CLEC9A,1.041939568,cDC_CLEC9A,Mye
BIK,0,1.035479055,0.279,0.017,0,cDC_CLEC9A,1.035479055,cDC_CLEC9A,Mye
HSH2D,1.1899999999999999e-287,1.035200155,0.429,0.079,2.2e-283,cDC_CLEC9A,1.035200155,cDC_CLEC9A,Mye
TPMT,9.679999999999998e-143,1.030367131,0.564,0.213,1.7799999999999998e-138,cDC_CLEC9A,1.030367131,cDC_CLEC9A,Mye
EHD4,1.2799999999999999e-61,1.028056304,0.466,0.215,2.3599999999999997e-57,cDC_CLEC9A,1.028056304,cDC_CLEC9A,Mye
P2RY14,1.5799999999999998e-287,1.020608169,0.403,0.071,2.92e-283,cDC_CLEC9A,1.020608169,cDC_CLEC9A,Mye
PTGES2,2.4899999999999996e-96,1.016549489,0.504,0.215,4.59e-92,cDC_CLEC9A,1.016549489,cDC_CLEC9A,Mye
SRI,1.6199999999999998e-72,1.016392964,0.703,0.429,2.99e-68,cDC_CLEC9A,1.016392964,cDC_CLEC9A,Mye
TMEM243,1e-120,1.011285578,0.609,0.263,1.8499999999999998e-116,cDC_CLEC9A,1.011285578,cDC_CLEC9A,Mye
SEMA4A,5.18e-78,1.010509456,0.492,0.218,9.539999999999999e-74,cDC_CLEC9A,1.010509456,cDC_CLEC9A,Mye
SFT2D2,5.3800000000000004e-77,1.00564225,0.574,0.288,9.910000000000001e-73,cDC_CLEC9A,1.00564225,cDC_CLEC9A,Mye
SRSF7,2.9700000000000004e-85,1.004512504,0.797,0.547,5.479999999999999e-81,cDC_CLEC9A,1.004512504,cDC_CLEC9A,Mye
MRPL18,1.8699999999999997e-101,1.001714735,0.664,0.343,3.4500000000000003e-97,cDC_CLEC9A,1.001714735,cDC_CLEC9A,Mye
CACYBP,6.780000000000001e-79,1.001278265,0.686,0.396,1.25e-74,cDC_CLEC9A,1.001278265,cDC_CLEC9A,Mye
CD52,2.29e-46,0.998185315,0.656,0.385,4.22e-42,cDC_CLEC9A,0.998185315,cDC_CLEC9A,Mye
SHTN1,2.3199999999999997e-239,0.994102704,0.482,0.13,4.2699999999999985e-235,cDC_CLEC9A,0.994102704,cDC_CLEC9A,Mye
TAP2,4.64e-113,0.982067508,0.462,0.183,8.55e-109,cDC_CLEC9A,0.982067508,cDC_CLEC9A,Mye
CNPPD1,2.89e-73,0.975421864,0.544,0.266,5.33e-69,cDC_CLEC9A,0.975421864,cDC_CLEC9A,Mye
CCDC6,1.7399999999999999e-161,0.974681824,0.497,0.157,3.2099999999999995e-157,cDC_CLEC9A,0.974681824,cDC_CLEC9A,Mye
MRPL3,3.4099999999999997e-57,0.973411185,0.534,0.278,6.27e-53,cDC_CLEC9A,0.973411185,cDC_CLEC9A,Mye
UBE2N,1.24e-68,0.973202415,0.651,0.369,2.28e-64,cDC_CLEC9A,0.973202415,cDC_CLEC9A,Mye
CHN2,7.109999999999998e-107,0.966656085,0.419,0.144,1.31e-102,cDC_CLEC9A,0.966656085,cDC_CLEC9A,Mye
TRERF1,7.939999999999999e-280,0.957547476,0.342,0.054,1.46e-275,cDC_CLEC9A,0.957547476,cDC_CLEC9A,Mye
PTPN2,6.459999999999998e-55,0.957074422,0.649,0.381,1.19e-50,cDC_CLEC9A,0.957074422,cDC_CLEC9A,Mye
MSL3,2.14e-93,0.946955147,0.499,0.203,3.94e-89,cDC_CLEC9A,0.946955147,cDC_CLEC9A,Mye
ITSN2,7.869999999999998e-55,0.944404044,0.657,0.381,1.45e-50,cDC_CLEC9A,0.944404044,cDC_CLEC9A,Mye
MAP4,1.67e-58,0.943252503,0.507,0.253,3.0699999999999996e-54,cDC_CLEC9A,0.943252503,cDC_CLEC9A,Mye
BASP1,4.7099999999999996e-179,0.934258705,0.757,0.339,8.67e-175,cDC_CLEC9A,0.934258705,cDC_CLEC9A,Mye
DGAT2,0,0.933555616,0.348,0.028,0,cDC_CLEC9A,0.933555616,cDC_CLEC9A,Mye
CRIP1,2.1699999999999998e-67,0.93250431600000006,0.557,0.288,4e-63,cDC_CLEC9A,0.93250431600000006,cDC_CLEC9A,Mye
PTMS,2.4099999999999998e-96,0.930170051,0.659,0.357,4.44e-92,cDC_CLEC9A,0.930170051,cDC_CLEC9A,Mye
ARF6,1.8399999999999998e-104,0.927596991,0.709,0.413,3.4000000000000003e-100,cDC_CLEC9A,0.927596991,cDC_CLEC9A,Mye
NME4,4.16e-161,0.927026199,0.596,0.224,7.659999999999999e-157,cDC_CLEC9A,0.927026199,cDC_CLEC9A,Mye
LRRK2,3.1899999999999997e-68,0.917490409,0.463,0.206,5.87e-64,cDC_CLEC9A,0.917490409,cDC_CLEC9A,Mye
ACSL5,2.8499999999999997e-129,0.91733706,0.449,0.145,5.249999999999999e-125,cDC_CLEC9A,0.91733706,cDC_CLEC9A,Mye
IDH3A,1.8399999999999996e-152,0.915076744,0.491,0.156,3.3999999999999995e-148,cDC_CLEC9A,0.915076744,cDC_CLEC9A,Mye
SULF2,4.16e-126,0.908943121,0.466,0.153,7.65e-122,cDC_CLEC9A,0.908943121,cDC_CLEC9A,Mye
PRMT1,4.8399999999999993e-57,0.908471265,0.564,0.302,8.92e-53,cDC_CLEC9A,0.908471265,cDC_CLEC9A,Mye
PIM2,1.09e-186,0.908115309,0.393,0.095,2.0099999999999995e-182,cDC_CLEC9A,0.908115309,cDC_CLEC9A,Mye
DSTN,4.98e-92,0.906105476,0.66,0.341,9.159999999999999e-88,cDC_CLEC9A,0.906105476,cDC_CLEC9A,Mye
OFD1,5.34e-78,0.89959043,0.433,0.177,9.839999999999999e-74,cDC_CLEC9A,0.89959043,cDC_CLEC9A,Mye
RAB32,3.639999999999999e-107,0.897881778,0.671,0.369,6.71e-103,cDC_CLEC9A,0.897881778,cDC_CLEC9A,Mye
SMIM14,7.670000000000001e-79,0.897427032,0.554,0.264,1.41e-74,cDC_CLEC9A,0.897427032,cDC_CLEC9A,Mye
GNAO1,0,0.890802716,0.34,0.011,0,cDC_CLEC9A,0.890802716,cDC_CLEC9A,Mye
SNX20,1.57e-71,0.889431193,0.47,0.214,2.8899999999999997e-67,cDC_CLEC9A,0.889431193,cDC_CLEC9A,Mye
RAB11A,2.72e-77,0.885413166,0.693,0.396,5.0100000000000003e-73,cDC_CLEC9A,0.885413166,cDC_CLEC9A,Mye
DYSF,9.289999999999999e-194,0.884159988,0.344,0.073,1.7099999999999998e-189,cDC_CLEC9A,0.884159988,cDC_CLEC9A,Mye
TIMM17B,2.45e-66,0.879403714,0.609,0.319,4.51e-62,cDC_CLEC9A,0.879403714,cDC_CLEC9A,Mye
FDFT1,3.34e-71,0.877245353,0.53,0.255,6.149999999999999e-67,cDC_CLEC9A,0.877245353,cDC_CLEC9A,Mye
CCT2,2.4699999999999997e-89,0.87696995,0.648,0.334,4.5500000000000003e-85,cDC_CLEC9A,0.87696995,cDC_CLEC9A,Mye
CYFIP2,5.619999999999999e-193,0.871931192,0.336,0.067,1.03e-188,cDC_CLEC9A,0.871931192,cDC_CLEC9A,Mye
LASP1,1.53e-49,0.870591473,0.563,0.305,2.8199999999999996e-45,cDC_CLEC9A,0.870591473,cDC_CLEC9A,Mye
RAB11FIP1,2.1399999999999998e-139,0.868300789,0.567,0.215,3.95e-135,cDC_CLEC9A,0.868300789,cDC_CLEC9A,Mye
AKR7A2,2.84e-62,0.858542361,0.5,0.245,5.22e-58,cDC_CLEC9A,0.858542361,cDC_CLEC9A,Mye
R3HDM4,4.819999999999999e-106,0.853041055,0.53,0.215,8.88e-102,cDC_CLEC9A,0.853041055,cDC_CLEC9A,Mye
TOX,0,0.849055736,0.3,0.012,0,cDC_CLEC9A,0.849055736,cDC_CLEC9A,Mye
HSPB11,2.8300000000000003e-97,0.848204759,0.569,0.261,5.2099999999999995e-93,cDC_CLEC9A,0.848204759,cDC_CLEC9A,Mye
MAGEF1,1.6499999999999995e-238,0.840187254,0.407,0.085,3.039999999999999e-234,cDC_CLEC9A,0.840187254,cDC_CLEC9A,Mye
DLGAP4,2.3299999999999995e-96,0.836094539,0.479,0.191,4.29e-92,cDC_CLEC9A,0.836094539,cDC_CLEC9A,Mye
FBL,2.1199999999999998e-48,0.83281731,0.599,0.343,3.91e-44,cDC_CLEC9A,0.83281731,cDC_CLEC9A,Mye
APOBR,7.07e-115,0.82846873,0.506,0.188,1.2999999999999998e-110,cDC_CLEC9A,0.82846873,cDC_CLEC9A,Mye
IGFBP7,1.03e-155,0.817774069,0.486,0.153,1.8999999999999995e-151,cDC_CLEC9A,0.817774069,cDC_CLEC9A,Mye
HNRNPLL,7.469999999999999e-106,0.813311081,0.419,0.147,1.3799999999999997e-101,cDC_CLEC9A,0.813311081,cDC_CLEC9A,Mye
ETV6,7.949999999999999e-72,0.812214927,0.556,0.285,1.4599999999999999e-67,cDC_CLEC9A,0.812214927,cDC_CLEC9A,Mye
ATP6V0A2,5.03e-113,0.806291669,0.377,0.118,9.259999999999999e-109,cDC_CLEC9A,0.806291669,cDC_CLEC9A,Mye
LDLRAD4,4.729999999999999e-103,0.80351686,0.513,0.207,8.699999999999999e-99,cDC_CLEC9A,0.80351686,cDC_CLEC9A,Mye
TRABD,4.8300000000000004e-64,0.794762334,0.633,0.352,8.899999999999999e-60,cDC_CLEC9A,0.794762334,cDC_CLEC9A,Mye
CSK,2.9600000000000003e-64,0.789570886,0.614,0.342,5.449999999999999e-60,cDC_CLEC9A,0.789570886,cDC_CLEC9A,Mye
ACAP1,1.12e-108,0.772620456,0.403,0.131,2.0599999999999998e-104,cDC_CLEC9A,0.772620456,cDC_CLEC9A,Mye
CBFA2T3,0,0.760472337,0.392,0.055,0,cDC_CLEC9A,0.760472337,cDC_CLEC9A,Mye
DPP4,0,0.755366718,0.271,0.017,0,cDC_CLEC9A,0.755366718,cDC_CLEC9A,Mye
LRBA,3.77e-178,0.74804941,0.34,0.075,6.939999999999999e-174,cDC_CLEC9A,0.74804941,cDC_CLEC9A,Mye
UPF2,3.15e-82,0.734523489,0.499,0.217,5.79e-78,cDC_CLEC9A,0.734523489,cDC_CLEC9A,Mye
TAF15,6.039999999999999e-54,0.729126719,0.563,0.305,1.11e-49,cDC_CLEC9A,0.729126719,cDC_CLEC9A,Mye
DUSP2,2.46e-58,0.728836228,0.552,0.296,4.53e-54,cDC_CLEC9A,0.728836228,cDC_CLEC9A,Mye
REPIN1,1.2e-190,0.728764635,0.486,0.138,2.2e-186,cDC_CLEC9A,0.728764635,cDC_CLEC9A,Mye
DNAJC4,5.69e-69,0.717468254,0.65,0.357,1.05e-64,cDC_CLEC9A,0.717468254,cDC_CLEC9A,Mye
SNRPF,1.01e-84,0.716677711,0.693,0.387,1.86e-80,cDC_CLEC9A,0.716677711,cDC_CLEC9A,Mye
ZEB1,0,0.712848786,0.29,0.03,0,cDC_CLEC9A,0.712848786,cDC_CLEC9A,Mye
ECE1,9.75e-162,0.707071456,0.322,0.071,1.7999999999999997e-157,cDC_CLEC9A,0.707071456,cDC_CLEC9A,Mye
NFATC2,6.339999999999999e-179,0.698797047,0.45,0.122,1.1699999999999998e-174,cDC_CLEC9A,0.698797047,cDC_CLEC9A,Mye
FNIP2,6.760000000000001e-70,0.692429569,0.48,0.216,1.2400000000000001e-65,cDC_CLEC9A,0.692429569,cDC_CLEC9A,Mye
KIF2A,2.47e-108,0.688573183,0.466,0.169,4.55e-104,cDC_CLEC9A,0.688573183,cDC_CLEC9A,Mye
BLOC1S6,7.26e-60,0.682597241,0.542,0.279,1.3399999999999998e-55,cDC_CLEC9A,0.682597241,cDC_CLEC9A,Mye
MCUR1,8.89e-118,0.664846529,0.5,0.191,1.64e-113,cDC_CLEC9A,0.664846529,cDC_CLEC9A,Mye
BZW2,4.29e-92,0.655397798,0.426,0.16,7.9e-88,cDC_CLEC9A,0.655397798,cDC_CLEC9A,Mye
HSDL2,6.759999999999999e-101,0.64633052,0.426,0.153,1.2499999999999998e-96,cDC_CLEC9A,0.64633052,cDC_CLEC9A,Mye
RCN2,4.469999999999999e-99,0.645509267,0.41,0.146,8.24e-95,cDC_CLEC9A,0.645509267,cDC_CLEC9A,Mye
STK17A,8.639999999999999e-150,0.637034754,0.544,0.186,1.5899999999999997e-145,cDC_CLEC9A,0.637034754,cDC_CLEC9A,Mye
PLEKHO1,6.79e-45,0.62932805,0.613,0.356,1.25e-40,cDC_CLEC9A,0.62932805,cDC_CLEC9A,Mye
SLC38A1,2.5099999999999996e-175,0.625811825,0.342,0.075,4.62e-171,cDC_CLEC9A,0.625811825,cDC_CLEC9A,Mye
FKBP1B,0,0.625616232,0.313,0.024,0,cDC_CLEC9A,0.625616232,cDC_CLEC9A,Mye
RAB29,4.069999999999999e-164,0.624675333,0.399,0.11,7.49e-160,cDC_CLEC9A,0.624675333,cDC_CLEC9A,Mye
