gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,avg_strength
NDUFB10,1.31E-19,0.259150379,0.815,0.551,2.42E-15,Macro_FOLR2+APOE+,0.259150379
RPL9,2.15E-19,0.209764157,0.821,0.536,3.95E-15,Macro_FOLR2+APOE+,0.209764157
LDHB,4.60E-19,0.432022766,0.758,0.504,8.48E-15,Macro_FOLR2+APOE+,0.432022766
NDUFB4,4.80E-19,0.216286535,0.855,0.586,8.84E-15,Macro_FOLR2+APOE+,0.216286535
UBE2A,4.85E-19,0.234806181,0.646,0.395,8.93E-15,Macro_FOLR2+APOE+,0.234806181
PSMB1,5.23E-19,0.93320531,0.882,0.622,9.62E-15,Macro_FOLR2+APOE+,0.93320531
RNF181,7.87E-19,0.223667354,0.823,0.554,1.45E-14,Macro_FOLR2+APOE+,0.223667354
RPL15,7.94E-19,0.420400117,0.818,0.545,1.46E-14,Macro_FOLR2+APOE+,0.420400117
GNB2,9.52E-19,0.217622354,0.826,0.549,1.75E-14,Macro_FOLR2+APOE+,0.217622354
TUFM,1.21E-18,0.592346932,0.766,0.502,2.22E-14,Macro_FOLR2+APOE+,0.592346932
RPL26,3.53E-18,0.189184564,0.815,0.534,6.49E-14,Macro_FOLR2+APOE+,0.189184564
GNAS,3.83E-18,0.665443031,0.875,0.602,7.05E-14,Macro_FOLR2+APOE+,0.665443031
APLP2,4.83E-18,0.629048364,0.869,0.587,8.89E-14,Macro_FOLR2+APOE+,0.629048364
TMED2,9.58E-18,0.260455202,0.756,0.492,1.76E-13,Macro_FOLR2+APOE+,0.260455202
HSPE1,1.65E-17,0.673561643,0.863,0.595,3.03E-13,Macro_FOLR2+APOE+,0.673561643
VCP,2.17E-17,0.473150965,0.716,0.459,4.00E-13,Macro_FOLR2+APOE+,0.473150965
RABAC1,2.24E-17,0.494506397,0.786,0.517,4.12E-13,Macro_FOLR2+APOE+,0.494506397
TKT,3.05E-17,0.35611746,0.86,0.6,5.62E-13,Macro_FOLR2+APOE+,0.35611746
ANAPC11,4.92E-17,0.582142642,0.868,0.6,9.05E-13,Macro_FOLR2+APOE+,0.582142642
FIS1,5.09E-17,0.331968708,0.791,0.518,9.37E-13,Macro_FOLR2+APOE+,0.331968708
LAMTOR1,1.09E-16,0.291416855,0.891,0.64,2.01E-12,Macro_FOLR2+APOE+,0.291416855
C1orf43,1.63E-16,0.634500394,0.812,0.539,3.00E-12,Macro_FOLR2+APOE+,0.634500394
SRP9,1.84E-16,0.466484863,0.716,0.458,3.39E-12,Macro_FOLR2+APOE+,0.466484863
RPS5,2.27E-16,0.400858584,0.802,0.509,4.19E-12,Macro_FOLR2+APOE+,0.400858584
RPL12,4.52E-16,0.494861791,0.829,0.568,8.32E-12,Macro_FOLR2+APOE+,0.494861791
CASP1,5.64E-16,0.254005023,0.719,0.456,1.04E-11,Macro_FOLR2+APOE+,0.254005023
MAP1LC3B,8.62E-16,0.794620324,0.813,0.55,1.59E-11,Macro_FOLR2+APOE+,0.794620324
OSTC,1.64E-15,0.575197,0.755,0.492,3.03E-11,Macro_FOLR2+APOE+,0.575197
SSR3,2.19E-15,0.518877751,0.862,0.589,4.04E-11,Macro_FOLR2+APOE+,0.518877751
MRPL52,4.07E-15,0.450192357,0.71,0.452,7.49E-11,Macro_FOLR2+APOE+,0.450192357
TLN1,5.36E-15,0.333065114,0.815,0.548,9.87E-11,Macro_FOLR2+APOE+,0.333065114
MLF2,5.88E-15,0.227834709,0.702,0.445,1.08E-10,Macro_FOLR2+APOE+,0.227834709
ZNF706,9.58E-15,0.395288948,0.844,0.584,1.76E-10,Macro_FOLR2+APOE+,0.395288948
UBXN4,9.93E-15,0.38584744,0.772,0.514,1.83E-10,Macro_FOLR2+APOE+,0.38584744
VMP1,1.53E-14,0.456942914,0.802,0.543,2.81E-10,Macro_FOLR2+APOE+,0.456942914
DNAJB6,1.76E-14,0.587568145,0.788,0.514,3.24E-10,Macro_FOLR2+APOE+,0.587568145
PTPN6,3.32E-14,0.494867555,0.769,0.503,6.11E-10,Macro_FOLR2+APOE+,0.494867555
PLXDC2,6.70E-14,0.714544211,0.832,0.536,1.23E-09,Macro_FOLR2+APOE+,0.714544211
DAD1,9.47E-14,0.594283063,0.848,0.593,1.74E-09,Macro_FOLR2+APOE+,0.594283063
MDH2,1.74E-13,0.407162348,0.777,0.515,3.21E-09,Macro_FOLR2+APOE+,0.407162348
RPS16,4.95E-13,0.253821017,0.822,0.537,9.11E-09,Macro_FOLR2+APOE+,0.253821017
SAMSN1,6.37E-13,0.360028655,0.712,0.457,1.17E-08,Macro_FOLR2+APOE+,0.360028655
OSTF1,9.33E-13,0.602114192,0.799,0.542,1.72E-08,Macro_FOLR2+APOE+,0.602114192
ATG3,1.21E-12,0.2553548,0.789,0.515,2.23E-08,Macro_FOLR2+APOE+,0.2553548
SGK1,1.71E-12,1.988543805,0.856,0.597,3.15E-08,Macro_FOLR2+APOE+,1.988543805
TMEM219,1.80E-12,0.348858972,0.889,0.629,3.31E-08,Macro_FOLR2+APOE+,0.348858972
RPS3,5.67E-12,0.286784395,0.824,0.56,1.04E-07,Macro_FOLR2+APOE+,0.286784395
SEC62,8.84E-12,0.515731924,0.812,0.547,1.63E-07,Macro_FOLR2+APOE+,0.515731924
RPL41,2.92E-11,0.234966769,0.824,0.567,5.39E-07,Macro_FOLR2+APOE+,0.234966769
SNRPB,2.93E-11,0.232914114,0.755,0.501,5.39E-07,Macro_FOLR2+APOE+,0.232914114
RPL19,3.03E-11,0.228370772,0.829,0.573,5.58E-07,Macro_FOLR2+APOE+,0.228370772
EIF4A2,3.74E-11,0.781178589,0.805,0.555,6.89E-07,Macro_FOLR2+APOE+,0.781178589
SAMHD1,2.10E-10,0.262364715,0.912,0.638,3.86E-06,Macro_FOLR2+APOE+,0.262364715
C19orf53,1.50E-09,0.33680393,0.839,0.577,2.76E-05,Macro_FOLR2+APOE+,0.33680393
PPP1CA,2.37E-09,0.251873504,0.873,0.615,4.36E-05,Macro_FOLR2+APOE+,0.251873504
TMEM14C,4.57E-09,0.509717988,0.774,0.522,8.42E-05,Macro_FOLR2+APOE+,0.509717988
RPL7A,1.06E-08,0.228382225,0.822,0.551,1.95E-04,Macro_FOLR2+APOE+,0.228382225
SNRPG,1.20E-08,0.442398844,0.802,0.55,2.22E-04,Macro_FOLR2+APOE+,0.442398844
HSPD1,2.34E-08,0.643414804,0.787,0.528,4.32E-04,Macro_FOLR2+APOE+,0.643414804
BNIP3L,1.20E-07,0.338226604,0.808,0.556,0.002202934,Macro_FOLR2+APOE+,0.338226604
TRMT112,6.47E-07,0.413765015,0.867,0.611,0.011918192,Macro_FOLR2+APOE+,0.413765015
RPL18,1.01E-06,0.179110355,0.824,0.555,0.018554452,Macro_FOLR2+APOE+,0.179110355
RPS15,1.26E-06,0.18453613,0.826,0.566,0.023281651,Macro_FOLR2+APOE+,0.18453613
VPS28,5.66E-05,0.55189789,0.859,0.605,1,Macro_FOLR2+APOE+,0.55189789
RPS25,2.66E-04,0.197605502,0.818,0.54,1,Macro_FOLR2+APOE+,0.197605502
RPS13,6.19E-04,0.208228712,0.823,0.564,1,Macro_FOLR2+APOE+,0.208228712
RPS21,0.001710087,0.17082078,0.817,0.535,1,Macro_FOLR2+APOE+,0.17082078
CCL4L2,0,1.561907873,0.558,0.177,0,Macro_IER3,1.561907873
CCL4,0,1.144260101,0.696,0.292,0,Macro_IER3,1.144260101
CCL3L1,0,1.079877379,0.495,0.147,0,Macro_IER3,1.079877379
GADD45B,0,0.983104782,0.906,0.63,0,Macro_IER3,0.983104782
IER3,0,0.979968302,0.881,0.516,0,Macro_IER3,0.979968302
SGK1,0,0.979694786,0.902,0.591,0,Macro_IER3,0.979694786
NR4A2,0,0.868140254,0.851,0.432,0,Macro_IER3,0.868140254
CCL3,0,0.81394819,0.782,0.357,0,Macro_IER3,0.81394819
ATF3,0,0.728276094,0.813,0.415,0,Macro_IER3,0.728276094
NR4A1,0,0.582119734,0.776,0.403,0,Macro_IER3,0.582119734
CD83,0,0.195958032,0.827,0.473,0,Macro_IER3,0.195958032
RHOB,1.56E-263,1.2587154,0.827,0.528,2.87E-259,Macro_IER3,1.2587154
IER2,5.06E-263,0.646786097,0.896,0.62,9.31E-259,Macro_IER3,0.646786097
KLF4,1.48E-245,0.671379422,0.75,0.433,2.73E-241,Macro_IER3,0.671379422
C5AR1,3.58E-244,0.890785679,0.722,0.393,6.60E-240,Macro_IER3,0.890785679
IL1B,4.44E-229,0.346256466,0.651,0.32,8.17E-225,Macro_IER3,0.346256466
EGR1,3.53E-227,0.842925033,0.574,0.273,6.49E-223,Macro_IER3,0.842925033
TNF,8.67E-222,1.015269431,0.419,0.161,1.60E-217,Macro_IER3,1.015269431
FOSB,1.16E-218,0.528450152,0.868,0.566,2.14E-214,Macro_IER3,0.528450152
CXCL2,2.73E-194,0.430648935,0.485,0.215,5.03E-190,Macro_IER3,0.430648935
TNFAIP3,5.78E-193,0.541571693,0.81,0.53,1.07E-188,Macro_IER3,0.541571693
DUSP2,4.05E-191,0.623690158,0.572,0.288,7.46E-187,Macro_IER3,0.623690158
C3,7.91E-174,0.65481724,0.666,0.371,1.46E-169,Macro_IER3,0.65481724
CSF1R,1.29E-173,0.403502665,0.849,0.558,2.38E-169,Macro_IER3,0.403502665
KLF2,1.65E-161,0.788913234,0.524,0.265,3.03E-157,Macro_IER3,0.788913234
NLRP3,3.86E-161,0.352389149,0.515,0.251,7.11E-157,Macro_IER3,0.352389149
PHACTR1,1.10E-155,0.457115441,0.549,0.29,2.02E-151,Macro_IER3,0.457115441
NFKBIZ,1.48E-145,0.301188412,0.704,0.443,2.72E-141,Macro_IER3,0.301188412
HBEGF,3.51E-140,0.404528586,0.514,0.264,6.47E-136,Macro_IER3,0.404528586
CLEC7A,2.32E-130,0.350753795,0.773,0.513,4.28E-126,Macro_IER3,0.350753795
PLXDC2,1.18E-129,0.328095287,0.791,0.532,2.18E-125,Macro_IER3,0.328095287
MAFB,1.87E-120,0.517574336,0.852,0.581,3.44E-116,Macro_IER3,0.517574336
C1QC,7.54E-110,0.271760138,0.853,0.532,1.39E-105,Macro_IER3,0.271760138
C1QA,3.24E-105,0.203525,0.871,0.552,5.97E-101,Macro_IER3,0.203525
C1QC,2.43E-306,0.904803058,0.896,0.529,4.47E-302,Macro_IFI27,0.904803058
APOE,4.28E-287,1.061974117,0.841,0.491,7.89E-283,Macro_IFI27,1.061974117
APOC1,6.81E-286,1.237781702,0.797,0.493,1.25E-281,Macro_IFI27,1.237781702
C1QA,1.62E-266,0.692314327,0.893,0.551,2.99E-262,Macro_IFI27,0.692314327
C1QB,1.20E-260,0.627787057,0.881,0.53,2.20E-256,Macro_IFI27,0.627787057
CCL2,0,4.771264849,0.409,0.1,0,Macro_ISG15,4.771264849
CTSL,0,3.803940957,0.781,0.503,0,Macro_ISG15,3.803940957
ISG15,0,3.648481612,0.963,0.395,0,Macro_ISG15,3.648481612
IFIT1,0,3.532391949,0.686,0.076,0,Macro_ISG15,3.532391949
CXCL10,0,3.520928363,0.42,0.136,0,Macro_ISG15,3.520928363
APOBEC3A,0,3.497790692,0.51,0.114,0,Macro_ISG15,3.497790692
IFI6,0,3.485091135,0.938,0.461,0,Macro_ISG15,3.485091135
IFIT3,0,3.375503504,0.799,0.175,0,Macro_ISG15,3.375503504
RSAD2,0,3.285976745,0.616,0.082,0,Macro_ISG15,3.285976745
OASL,0,2.664988709,0.598,0.081,0,Macro_ISG15,2.664988709
LY6E,0,2.637272557,0.942,0.523,0,Macro_ISG15,2.637272557
IFIT2,0,2.578725257,0.66,0.164,0,Macro_ISG15,2.578725257
IL1RN,0,2.534457153,0.509,0.201,0,Macro_ISG15,2.534457153
IFITM1,0,2.519754719,0.804,0.22,0,Macro_ISG15,2.519754719
MX1,0,2.4967499,0.896,0.298,0,Macro_ISG15,2.4967499
MX2,0,2.154675199,0.737,0.241,0,Macro_ISG15,2.154675199
OAS3,0,2.139160627,0.595,0.119,0,Macro_ISG15,2.139160627
SLC11A1,0,2.133069441,0.795,0.447,0,Macro_ISG15,2.133069441
TNFSF10,0,2.112385469,0.693,0.34,0,Macro_ISG15,2.112385469
IFI44,0,2.062195099,0.594,0.189,0,Macro_ISG15,2.062195099
OAS1,0,2.05421969,0.732,0.302,0,Macro_ISG15,2.05421969
IFI44L,0,2.00149553,0.767,0.222,0,Macro_ISG15,2.00149553
SDS,0,1.967183962,0.503,0.202,0,Macro_ISG15,1.967183962
IFITM2,0,1.953695646,0.906,0.63,0,Macro_ISG15,1.953695646
HERC5,0,1.922068803,0.576,0.095,0,Macro_ISG15,1.922068803
PLSCR1,0,1.878831212,0.795,0.526,0,Macro_ISG15,1.878831212
SIGLEC1,0,1.862598907,0.628,0.158,0,Macro_ISG15,1.862598907
XAF1,0,1.853071359,0.749,0.302,0,Macro_ISG15,1.853071359
EPSTI1,0,1.789890198,0.793,0.386,0,Macro_ISG15,1.789890198
IFI27,0,1.771477764,0.417,0.157,0,Macro_ISG15,1.771477764
DDX60L,0,1.766212504,0.46,0.152,0,Macro_ISG15,1.766212504
OAS2,0,1.740408596,0.61,0.182,0,Macro_ISG15,1.740408596
HPSE,0,1.735788922,0.358,0.107,0,Macro_ISG15,1.735788922
IFI35,0,1.702250571,0.708,0.324,0,Macro_ISG15,1.702250571
USP18,0,1.609164117,0.37,0.051,0,Macro_ISG15,1.609164117
DDX58,0,1.608808212,0.369,0.082,0,Macro_ISG15,1.608808212
RNF213,0,1.519692259,0.802,0.486,0,Macro_ISG15,1.519692259
SERPING1,0,1.502264565,0.709,0.378,0,Macro_ISG15,1.502264565
PARP9,0,1.495294149,0.534,0.237,0,Macro_ISG15,1.495294149
MT2A,0,1.471794584,0.88,0.613,0,Macro_ISG15,1.471794584
PARP14,0,1.410323855,0.709,0.356,0,Macro_ISG15,1.410323855
ISG20,0,1.348401059,0.688,0.288,0,Macro_ISG15,1.348401059
CMPK2,0,1.346778644,0.417,0.087,0,Macro_ISG15,1.346778644
HELZ2,0,1.341467747,0.33,0.064,0,Macro_ISG15,1.341467747
TNFSF13B,0,1.286074302,0.827,0.564,0,Macro_ISG15,1.286074302
UBE2L6,0,1.28565679,0.81,0.556,0,Macro_ISG15,1.28565679
IFIH1,0,1.285470073,0.441,0.145,0,Macro_ISG15,1.285470073
NT5C3A,0,1.270254818,0.425,0.152,0,Macro_ISG15,1.270254818
EIF2AK2,0,1.234992887,0.592,0.241,0,Macro_ISG15,1.234992887
SAMD9L,0,1.07205036,0.593,0.26,0,Macro_ISG15,1.07205036
SAMD9,0,0.996740389,0.446,0.157,0,Macro_ISG15,0.996740389
IRF7,0,0.44631169,0.823,0.373,0,Macro_ISG15,0.44631169
LGALS3BP,1.85E-300,1.814292838,0.586,0.303,3.41E-296,Macro_ISG15,1.814292838
STAT2,1.03E-298,1.193321967,0.576,0.277,1.90E-294,Macro_ISG15,1.193321967
GBP1,3.58E-298,1.924145297,0.648,0.327,6.59E-294,Macro_ISG15,1.924145297
SCO2,2.50E-289,1.208051103,0.476,0.202,4.60E-285,Macro_ISG15,1.208051103
DYNLT1,2.35E-286,1.540502466,0.747,0.494,4.33E-282,Macro_ISG15,1.540502466
IL4I1,2.80E-285,1.781969568,0.499,0.218,5.15E-281,Macro_ISG15,1.781969568
SHISA5,2.00E-278,1.61314073,0.637,0.354,3.68E-274,Macro_ISG15,1.61314073
PML,3.93E-278,0.976179743,0.482,0.214,7.25E-274,Macro_ISG15,0.976179743
FPR3,5.75E-271,1.59439948,0.605,0.322,1.06E-266,Macro_ISG15,1.59439948
IFI30,2.39E-264,2.062922415,0.822,0.553,4.41E-260,Macro_ISG15,2.062922415
CCR1,9.84E-255,2.002478851,0.474,0.212,1.81E-250,Macro_ISG15,2.002478851
ADAR,4.06E-239,0.982474762,0.674,0.413,7.47E-235,Macro_ISG15,0.982474762
STAT1,8.84E-216,0.86635132,0.771,0.502,1.63E-211,Macro_ISG15,0.86635132
VAMP5,3.69E-200,1.336344835,0.721,0.465,6.80E-196,Macro_ISG15,1.336344835
FCGR3A,5.43E-184,1.938448021,0.823,0.56,1.00E-179,Macro_ISG15,1.938448021
C15orf48,3.22E-171,1.632960583,0.583,0.33,5.93E-167,Macro_ISG15,1.632960583
SELENOP,0,3.113856602,0.417,0.075,0,Macro_LYVE1,3.113856602
FOLR2,0,2.959454438,0.773,0.149,0,Macro_LYVE1,2.959454438
SLC40A1,0,2.902697799,0.778,0.202,0,Macro_LYVE1,2.902697799
PLTP,0,2.434010693,0.845,0.302,0,Macro_LYVE1,2.434010693
RNASE1,0,2.350785902,0.761,0.247,0,Macro_LYVE1,2.350785902
F13A1,0,2.345275799,0.686,0.209,0,Macro_LYVE1,2.345275799
DAB2,0,2.120400522,0.89,0.41,0,Macro_LYVE1,2.120400522
MS4A4A,0,1.98739476,0.858,0.397,0,Macro_LYVE1,1.98739476
LGMN,0,1.850447413,0.801,0.389,0,Macro_LYVE1,1.850447413
STAB1,0,1.846903514,0.788,0.322,0,Macro_LYVE1,1.846903514
LILRB5,0,1.817596145,0.381,0.059,0,Macro_LYVE1,1.817596145
PDK4,0,1.69446239,0.655,0.293,0,Macro_LYVE1,1.69446239
MAF,0,1.678601931,0.654,0.141,0,Macro_LYVE1,1.678601931
C1QA,0,1.56798763,0.983,0.545,0,Macro_LYVE1,1.56798763
SLCO2B1,0,1.532728462,0.821,0.346,0,Macro_LYVE1,1.532728462
C1QB,0,1.524304055,0.976,0.523,0,Macro_LYVE1,1.524304055
CD163L1,0,1.476568628,0.278,0.02,0,Macro_LYVE1,1.476568628
C1QC,0,1.46438202,0.985,0.523,0,Macro_LYVE1,1.46438202
GPR34,0,1.435434574,0.66,0.287,0,Macro_LYVE1,1.435434574
IGF1,0,1.3377443,0.422,0.063,0,Macro_LYVE1,1.3377443
FUCA1,0,1.335125983,0.582,0.233,0,Macro_LYVE1,1.335125983
MS4A7,0,1.320691044,0.948,0.648,0,Macro_LYVE1,1.320691044
PLD3,0,1.310194371,0.815,0.495,0,Macro_LYVE1,1.310194371
MRC1,0,1.289480333,0.365,0.111,0,Macro_LYVE1,1.289480333
CXCL12,0,1.267144606,0.385,0.071,0,Macro_LYVE1,1.267144606
CD209,0,1.245056994,0.301,0.044,0,Macro_LYVE1,1.245056994
A2M,0,1.232031931,0.736,0.371,0,Macro_LYVE1,1.232031931
BLVRB,0,1.215958599,0.75,0.477,0,Macro_LYVE1,1.215958599
CD163,0,1.202354159,0.849,0.426,0,Macro_LYVE1,1.202354159
TMEM37,0,1.143704582,0.388,0.088,0,Macro_LYVE1,1.143704582
TSPAN4,0,1.03406666,0.6,0.277,0,Macro_LYVE1,1.03406666
MSR1,0,0.946660094,0.709,0.363,0,Macro_LYVE1,0.946660094
SDC3,0,0.887573697,0.414,0.138,0,Macro_LYVE1,0.887573697
CD14,0,0.884702843,0.925,0.608,0,Macro_LYVE1,0.884702843
OLFML2B,0,0.869962082,0.412,0.138,0,Macro_LYVE1,0.869962082
MS4A6A,0,0.859484531,0.968,0.702,0,Macro_LYVE1,0.859484531
NRP1,0,0.597489568,0.473,0.148,0,Macro_LYVE1,0.597489568
CTSC,0,0.551635283,0.915,0.665,0,Macro_LYVE1,0.551635283
MERTK,1.50E-304,0.854128584,0.467,0.178,2.75E-300,Macro_LYVE1,0.854128584
CSF1R,4.05E-294,0.828908465,0.841,0.557,7.45E-290,Macro_LYVE1,0.828908465
AP2A2,1.37E-291,0.823233902,0.499,0.213,2.52E-287,Macro_LYVE1,0.823233902
CPM,3.38E-286,0.999300508,0.663,0.354,6.23E-282,Macro_LYVE1,0.999300508
SNX6,2.62E-284,0.933602336,0.758,0.503,4.83E-280,Macro_LYVE1,0.933602336
NPL,2.60E-271,1.094167428,0.536,0.244,4.79E-267,Macro_LYVE1,1.094167428
SIGLEC1,9.33E-261,1.095725383,0.437,0.172,1.72E-256,Macro_LYVE1,1.095725383
C2,1.10E-253,1.55356862,0.404,0.15,2.03E-249,Macro_LYVE1,1.55356862
MAFB,1.11E-249,0.771200873,0.893,0.578,2.05E-245,Macro_LYVE1,0.771200873
FCHO2,3.10E-238,0.693745611,0.465,0.202,5.72E-234,Macro_LYVE1,0.693745611
CD59,2.47E-227,0.784735731,0.598,0.327,4.55E-223,Macro_LYVE1,0.784735731
VSIG4,2.46E-226,1.138886382,0.636,0.333,4.53E-222,Macro_LYVE1,1.138886382
CREG1,1.26E-220,1.025468513,0.759,0.5,2.32E-216,Macro_LYVE1,1.025468513
FRMD4B,1.04E-215,0.958843013,0.532,0.272,1.91E-211,Macro_LYVE1,0.958843013
MARCKS,1.44E-211,0.698936755,0.799,0.519,2.66E-207,Macro_LYVE1,0.698936755
TMEM176B,4.19E-210,0.911373414,0.812,0.52,7.71E-206,Macro_LYVE1,0.911373414
LIPA,6.52E-210,1.087043221,0.756,0.488,1.20E-205,Macro_LYVE1,1.087043221
LRP1,5.07E-205,0.856914908,0.675,0.409,9.33E-201,Macro_LYVE1,0.856914908
GPNMB,1.03E-198,1.000915157,0.608,0.32,1.91E-194,Macro_LYVE1,1.000915157
NAIP,4.94E-190,0.615589094,0.618,0.358,9.10E-186,Macro_LYVE1,0.615589094
TMEM176A,2.13E-186,0.858041757,0.711,0.435,3.92E-182,Macro_LYVE1,0.858041757
FCGR3A,5.37E-110,0.659485029,0.837,0.561,9.89E-106,Macro_LYVE1,0.659485029
IL1B,0,2.012088083,0.7,0.299,0,Macro_NLRP3,2.012088083
EREG,0,1.938799679,0.514,0.122,0,Macro_NLRP3,1.938799679
G0S2,0,1.864777029,0.468,0.158,0,Macro_NLRP3,1.864777029
NLRP3,0,1.651771696,0.553,0.234,0,Macro_NLRP3,1.651771696
THBS1,0,1.628194212,0.498,0.148,0,Macro_NLRP3,1.628194212
S100A9,0,1.440849123,0.742,0.428,0,Macro_NLRP3,1.440849123
CXCL2,0,1.383662174,0.538,0.196,0,Macro_NLRP3,1.383662174
PLAUR,0,1.32511162,0.898,0.616,0,Macro_NLRP3,1.32511162
S100A8,0,1.29406419,0.703,0.318,0,Macro_NLRP3,1.29406419
VEGFA,0,1.204657095,0.484,0.191,0,Macro_NLRP3,1.204657095
VCAN,0,1.186704758,0.608,0.188,0,Macro_NLRP3,1.186704758
KDM6B,0,1.169539854,0.63,0.312,0,Macro_NLRP3,1.169539854
C5AR1,0,1.16213817,0.642,0.385,0,Macro_NLRP3,1.16213817
HBEGF,0,1.141436703,0.572,0.246,0,Macro_NLRP3,1.141436703
BCL2A1,0,1.125808794,0.75,0.443,0,Macro_NLRP3,1.125808794
OLR1,0,1.082555082,0.582,0.325,0,Macro_NLRP3,1.082555082
IER3,0,1.061447629,0.786,0.508,0,Macro_NLRP3,1.061447629
NAMPT,0,1.026725642,0.84,0.547,0,Macro_NLRP3,1.026725642
TREM1,0,1.012835801,0.504,0.211,0,Macro_NLRP3,1.012835801
CD300E,0,0.972213009,0.406,0.143,0,Macro_NLRP3,0.972213009
SLC11A1,0,0.913034605,0.75,0.439,0,Macro_NLRP3,0.913034605
FCN1,0,0.898642185,0.608,0.216,0,Macro_NLRP3,0.898642185
SLC25A37,0,0.870332383,0.534,0.267,0,Macro_NLRP3,0.870332383
GK,0,0.868474634,0.594,0.342,0,Macro_NLRP3,0.868474634
SLC2A3,0,0.849654091,0.694,0.408,0,Macro_NLRP3,0.849654091
AREG,0,0.835321988,0.531,0.25,0,Macro_NLRP3,0.835321988
CCL3,0,0.485796006,0.625,0.351,0,Macro_NLRP3,0.485796006
CXCL9,0,2.32046315,0.576,0.111,0,Macro_OLFML3,2.32046315
CXCL10,0,2.248913288,0.551,0.107,0,Macro_OLFML3,2.248913288
FN1,0,1.611110502,0.609,0.176,0,Macro_OLFML3,1.611110502
CXCL11,0,1.605403464,0.286,0.034,0,Macro_OLFML3,1.605403464
GBP5,0,1.601370506,0.767,0.186,0,Macro_OLFML3,1.601370506
GBP1,0,1.594390712,0.857,0.287,0,Macro_OLFML3,1.594390712
GBP4,0,1.553955992,0.822,0.215,0,Macro_OLFML3,1.553955992
C3,0,1.550367629,0.777,0.339,0,Macro_OLFML3,1.550367629
OLFML3,0,1.425738781,0.634,0.179,0,Macro_OLFML3,1.425738781
ANKRD22,0,1.37342719,0.697,0.172,0,Macro_OLFML3,1.37342719
C1QB,0,1.264219889,0.887,0.507,0,Macro_OLFML3,1.264219889
C1QA,0,1.16693283,0.897,0.529,0,Macro_OLFML3,1.16693283
SERPING1,0,1.155256698,0.877,0.342,0,Macro_OLFML3,1.155256698
SCIN,0,1.153772361,0.407,0.051,0,Macro_OLFML3,1.153772361
VAMP5,0,1.086500561,0.908,0.432,0,Macro_OLFML3,1.086500561
APOL3,0,1.081148094,0.56,0.139,0,Macro_OLFML3,1.081148094
FCGR1A,0,1.081017909,0.829,0.363,0,Macro_OLFML3,1.081017909
C1QC,0,1.077061352,0.889,0.507,0,Macro_OLFML3,1.077061352
MDK,0,1.041788736,0.362,0.064,0,Macro_OLFML3,1.041788736
STAT1,0,0.923243461,0.916,0.472,0,Macro_OLFML3,0.923243461
TMEM176B,0,0.898539059,0.915,0.491,0,Macro_OLFML3,0.898539059
LGALS3BP,0,0.893492231,0.748,0.271,0,Macro_OLFML3,0.893492231
GBP2,0,0.887889946,0.815,0.322,0,Macro_OLFML3,0.887889946
PPA1,0,0.882157763,0.843,0.418,0,Macro_OLFML3,0.882157763
TNFSF10,0,0.862799482,0.743,0.317,0,Macro_OLFML3,0.862799482
FGL2,0,0.825407509,0.948,0.576,0,Macro_OLFML3,0.825407509
LAP3,0,0.79895337,0.936,0.545,0,Macro_OLFML3,0.79895337
SLAMF8,0,0.75563,0.717,0.28,0,Macro_OLFML3,0.75563
GIMAP4,0,0.746717997,0.841,0.381,0,Macro_OLFML3,0.746717997
CD40,0,0.697597986,0.639,0.252,0,Macro_OLFML3,0.697597986
HAPLN3,0,0.691518197,0.358,0.086,0,Macro_OLFML3,0.691518197
GIMAP7,0,0.683540711,0.637,0.212,0,Macro_OLFML3,0.683540711
IL4I1,0,0.679854794,0.499,0.204,0,Macro_OLFML3,0.679854794
GIMAP5,0,0.675649649,0.417,0.128,0,Macro_OLFML3,0.675649649
TMEM176A,0,0.66781622,0.831,0.405,0,Macro_OLFML3,0.66781622
GSN,0,0.664090318,0.933,0.6,0,Macro_OLFML3,0.664090318
SNX10,0,0.661403159,0.821,0.448,0,Macro_OLFML3,0.661403159
CD72,0,0.659310353,0.511,0.172,0,Macro_OLFML3,0.659310353
PSME2,0,0.649832663,0.971,0.686,0,Macro_OLFML3,0.649832663
FCGR3A,0,0.631094656,0.939,0.533,0,Macro_OLFML3,0.631094656
PSTPIP2,0,0.6229234,0.539,0.218,0,Macro_OLFML3,0.6229234
SLC1A3,0,0.604964435,0.704,0.324,0,Macro_OLFML3,0.604964435
EBI3,0,0.597164606,0.443,0.127,0,Macro_OLFML3,0.597164606
APOC1,0,0.593976816,0.808,0.473,0,Macro_OLFML3,0.593976816
FCGR1B,0,0.565101629,0.539,0.166,0,Macro_OLFML3,0.565101629
MARCKS,0,0.562477489,0.87,0.494,0,Macro_OLFML3,0.562477489
APBB1IP,0,0.557405829,0.783,0.444,0,Macro_OLFML3,0.557405829
APOE,0,0.551093788,0.792,0.474,0,Macro_OLFML3,0.551093788
BHLHE41,0,0.538524313,0.37,0.091,0,Macro_OLFML3,0.538524313
SLC8A1,0,0.530725129,0.669,0.331,0,Macro_OLFML3,0.530725129
CAMK2D,0,0.514918391,0.432,0.139,0,Macro_OLFML3,0.514918391
EPSTI1,0,0.512208621,0.776,0.368,0,Macro_OLFML3,0.512208621
GIMAP1,0,0.508342099,0.585,0.23,0,Macro_OLFML3,0.508342099
